id,name,rarity,keywords,set_name,set_type
216301,Patron Wizard,rare,[],Odyssey,expansion
216302,Patron Wizard [Foil],rare,[],Odyssey,expansion
216303,Charnelhoard Wurm,rare,[],Commander 2018,commander
216304,Brainstone,uncommon,[],Modern Horizons 2,draft_innovation
216305,Brainstone [Foil],uncommon,[],Modern Horizons 2,draft_innovation
216306,Momentum,uncommon,[],Urza's Destiny,expansion
216307,Momentum [Foil],uncommon,[],Urza's Destiny,expansion
216308,"Emeria's Call // Emeria, Shattered Skyclave [Promo] [Foil]",mythic,[],Zendikar Rising Promos,promo
216309,Reknit,uncommon,[],Shadowmoor,expansion
216310,Reknit [Foil],uncommon,[],Shadowmoor,expansion
216311,Emerald Oryx,common,[],Magic 2010,core
216312,Emerald Oryx [Foil],common,[],Magic 2010,core
216313,Flaying Tendrils [Promo] [Foil],rare,[],Friday Night Magic 2016,promo
216314,Screeching Harpy,uncommon,[],Tempest,expansion
216315,Cliffside Lookout,common,[],Mystery Booster,masters
216316,Childhood Horror,uncommon,[],Odyssey,expansion
216317,Childhood Horror [Foil],uncommon,[],Odyssey,expansion
216318,Sailor of Means,common,[],Jumpstart,draft_innovation
216319,Wrath of God [Promo] [Full Art] [Foil],rare,[],Magic Player Rewards 2007,promo
216320,Invigorate,common,[],Commander 2011,commander
216321,Pentarch Ward,common,[],Time Spiral,expansion
216322,Pentarch Ward [Foil],common,[],Time Spiral,expansion
216323,Daily Regimen,uncommon,[],Duel Decks: Heroes vs. Monsters,duel_deck
216324,Grizzly Bears,common,[],Classic Sixth Edition,core
216325,Noxious Field,uncommon,[],Prophecy,expansion
216326,Noxious Field [Foil],uncommon,[],Prophecy,expansion
216327,Karlov of the Ghost Council [Promo] [Foil],mythic,[],Judge Gift Cards 2021,promo
216328,Scandalmonger,uncommon,[],Mercadian Masques,expansion
216329,Scandalmonger [Foil],uncommon,[],Mercadian Masques,expansion
216330,Elemental,common,[],Battle for Zendikar Tokens,token
216331,Genju of the Spires,uncommon,[],Mystery Booster,masters
216332,Curator's Ward,uncommon,[],Dominaria,expansion
216333,Curator's Ward [Foil],uncommon,[],Dominaria,expansion
216335,Gang Up,uncommon,[],Battlebond,draft_innovation
216336,Gang Up [Foil],uncommon,[],Battlebond,draft_innovation
216337,Silverstorm Samurai,common,[],Betrayers of Kamigawa,expansion
216338,Silverstorm Samurai [Foil],common,[],Betrayers of Kamigawa,expansion
216339,Dark Privilege,common,[],Visions,expansion
216340,Elven Cache,common,[],Classic Sixth Edition,core
216341,Boros Signet,rare,[],Secret Lair Drop,box
216342,Boros Signet [Foil],rare,[],Secret Lair Drop,box
216343,Vampire Hexmage,uncommon,[],Mystery Booster,masters
216344,Bladegriff Prototype [Extended Art],rare,[],Commander Legends,draft_innovation
216345,Bladegriff Prototype [Extended Art] [Foil],rare,[],Commander Legends,draft_innovation
216346,Fury Storm,rare,[],Commander 2018,commander
216347,Abyssal Horror,rare,[],Starter 1999,starter
216348,Royal Falcon,common,[],Starter 2000,starter
216349,Spoils of the Hunt,common,[],Adventures in the Forgotten Realms,expansion
216350,Spoils of the Hunt [Foil],common,[],Adventures in the Forgotten Realms,expansion
216351,"Jiang Yanggu, Wildcrafter",uncommon,[],War of the Spark,expansion
216352,"Jiang Yanggu, Wildcrafter [Foil]",uncommon,[],War of the Spark,expansion
216353,Forest,common,[],Rise of the Eldrazi,expansion
216354,Forest [Foil],common,[],Rise of the Eldrazi,expansion
216355,Umbral Mantle,uncommon,[],Shadowmoor,expansion
216356,Umbral Mantle [Foil],uncommon,[],Shadowmoor,expansion
216357,Necromancer's Covenant,rare,[],Alara Reborn,expansion
216358,Necromancer's Covenant [Foil],rare,[],Alara Reborn,expansion
216359,Eldrazi Scion,common,[],Oath of the Gatewatch Tokens,token
216360,Giant Badger,common,[],Eighth Edition,core
216361,Giant Badger [Foil],common,[],Eighth Edition,core
216362,Selesnya Guildmage,uncommon,[],Modern Masters 2015,masters
216363,Selesnya Guildmage [Foil],uncommon,[],Modern Masters 2015,masters
216364,Syphon Flesh,uncommon,[],Commander Anthology,commander
216365,Ember Weaver,common,[],Conflux,expansion
216366,Ember Weaver [Foil],common,[],Conflux,expansion
216367,Mana Prism,uncommon,[],Classic Sixth Edition,core
216368,Sailor of Means,common,[],Mystery Booster,masters
216369,Primal Vigor,rare,[],The List,masters
216370,Rackling,uncommon,[],Nemesis,expansion
216371,Rackling [Foil],uncommon,[],Nemesis,expansion
216372,Rude Awakening,rare,[],Duel Decks: Garruk vs. Liliana,duel_deck
216373,Fendeep Summoner,rare,[],Morningtide,expansion
216374,Fendeep Summoner [Foil],rare,[],Morningtide,expansion
216375,Planewide Disaster,common,[],Planechase Anthology Planes,planechase
216376,Living Wall,uncommon,[],Foreign Black Border,core
216377,Polluted Mire,common,[],Commander 2014,commander
216378,Shambling Suit,uncommon,[],Throne of Eldraine,expansion
216379,Shambling Suit [Foil],uncommon,[],Throne of Eldraine,expansion
216380,Planewide Celebration,rare,[],War of the Spark,expansion
216381,Planewide Celebration [Foil],rare,[],War of the Spark,expansion
216382,Oath of Ghouls,rare,[],Exodus,expansion
216383,Gravedigger,common,[],Magic 2012,core
216384,Gravedigger [Foil],common,[],Magic 2012,core
216385,Magmaquake,rare,[],Commander 2019,commander
216386,Gemhide Sliver,common,[],Time Spiral Remastered,masters
216387,Gemhide Sliver [Foil],common,[],Time Spiral Remastered,masters
216388,Swamp,common,[],Strixhaven: School of Mages,expansion
216389,Swamp [Foil],common,[],Strixhaven: School of Mages,expansion
216390,Robe of Mirrors [Foil],common,[],Tenth Edition,core
216391,"Niv-Mizzet, the Firemind",rare,[],Commander 2017,commander
216392,Specter's Shroud,uncommon,[],Salvat 2005,box
216393,Return of the Wildspeaker,rare,[],Commander 2021,commander
216394,Orcish Oriflamme,uncommon,[],Classic Sixth Edition,core
216395,Greed,rare,[],Legends,expansion
216396,Whip-Spine Drake,common,[],Future Sight,expansion
216397,Whip-Spine Drake [Foil],common,[],Future Sight,expansion
216398,Wave Elemental,uncommon,[],Mirage,expansion
216399,Magic Word,common,[],Unsanctioned,funny
216400,Merfolk Windrobber,uncommon,[],Zendikar Rising,expansion
216401,Merfolk Windrobber [Foil],uncommon,[],Zendikar Rising,expansion
216402,Moonglove Extract,common,[],Duel Decks: Elspeth vs. Tezzeret,duel_deck
216403,Soul's Fire,common,[],Ultimate Masters,masters
216404,Soul's Fire [Foil],common,[],Ultimate Masters,masters
216405,Doomskar [Promo],rare,[],Kaldheim Promos,promo
216406,Doomskar [Promo] [Foil],rare,[],Kaldheim Promos,promo
216407,Deathforge Shaman,uncommon,[],Conspiracy,draft_innovation
216408,Deathforge Shaman [Foil],uncommon,[],Conspiracy,draft_innovation
216409,Quicksilver Dragon,rare,[],Duel Decks: Jace vs. Chandra,duel_deck
216410,Mogg Assassin,uncommon,[],Exodus,expansion
216411,Emrakul's Influence,uncommon,[],Eldritch Moon,expansion
216412,Emrakul's Influence [Foil],uncommon,[],Eldritch Moon,expansion
216413,Royal Falcon,common,[],Starter 1999,starter
216414,Fated Intervention [Foil],rare,[],Magic 2015 Clash Pack,starter
216415,Disrupting Scepter,rare,[],Eighth Edition,core
216416,Disrupting Scepter [Foil],rare,[],Eighth Edition,core
216417,Guttural Response,uncommon,[],The List,masters
216418,Guttural Response [Foil],uncommon,[],The List,masters
216419,Shivan Phoenix,rare,[],Urza's Legacy,expansion
216420,Shivan Phoenix [Foil],rare,[],Urza's Legacy,expansion
216421,Tranquil Garden,uncommon,[],Champions of Kamigawa,expansion
216422,Tranquil Garden [Foil],uncommon,[],Champions of Kamigawa,expansion
216423,Castigate,common,[],Guildpact,expansion
216424,Castigate [Foil],common,[],Guildpact,expansion
216425,Brazen Borrower // Petty Theft [Showcase],mythic,[],The List,masters
216426,Death's Oasis,rare,[],Ikoria: Lair of Behemoths,expansion
216427,Death's Oasis [Foil],rare,[],Ikoria: Lair of Behemoths,expansion
216428,"Ashiok, Nightmare Muse",mythic,[],Theros Beyond Death,expansion
216429,"Ashiok, Nightmare Muse [Foil]",mythic,[],Theros Beyond Death,expansion
216430,Mastery of the Unseen [Promo] [Foil],rare,[],Fate Reforged Promos,promo
216431,Wand of the Elements,rare,[],Darksteel,expansion
216432,Wand of the Elements [Foil],rare,[],Darksteel,expansion
216433,Joraga Treespeaker,uncommon,[],Rise of the Eldrazi,expansion
216434,Joraga Treespeaker [Foil],uncommon,[],Rise of the Eldrazi,expansion
216435,Ghostly Prison,uncommon,[],Kaldheim Commander,commander
216436,Power Sink,common,[],Revised Edition,core
216437,Trigon of Rage,uncommon,[],Scars of Mirrodin,expansion
216438,Trigon of Rage [Foil],uncommon,[],Scars of Mirrodin,expansion
216439,Quicksand,uncommon,[],Visions,expansion
216440,Whirling Dervish,uncommon,[],Renaissance,masters
216441,Fleetfeather Cockatrice,uncommon,[],Journey into Nyx,expansion
216442,Fleetfeather Cockatrice [Foil],uncommon,[],Journey into Nyx,expansion
216443,Moorish Cavalry,common,[],Arabian Nights,expansion
216444,Ichor Slick,common,[],Duel Decks Anthology: Garruk vs. Liliana,duel_deck
216445,Rappelling Scouts,rare,[],Mercadian Masques,expansion
216446,Rappelling Scouts [Foil],rare,[],Mercadian Masques,expansion
216447,Rimescale Dragon,rare,[],Coldsnap,expansion
216448,Rimescale Dragon [Foil],rare,[],Coldsnap,expansion
216449,Dwarven Warriors,common,[],Unlimited Edition,core
216450,Saproling,common,[],Commander 2021 Tokens,token
216451,Saproling [Foil],common,[],Commander 2021 Tokens,token
216452,Keldon Arsonist,uncommon,[],Prophecy,expansion
216453,Keldon Arsonist [Foil],uncommon,[],Prophecy,expansion
216454,Spined Wurm,common,[],Stronghold,expansion
216455,Nomad Mythmaker [Foil],rare,[],Tenth Edition,core
216456,Young Wei Recruits,common,[],Portal Three Kingdoms,starter
216457,Sakura-Tribe Elder,common,[],Commander 2019,commander
216458,Surge of Righteousness,uncommon,[],Dragons of Tarkir,expansion
216459,Surge of Righteousness [Foil],uncommon,[],Dragons of Tarkir,expansion
216460,Impatience,rare,[],Seventh Edition,core
216461,Impatience [Foil],rare,[],Seventh Edition,core
216462,Bog Wraith,uncommon,[],Classic Sixth Edition,core
216463,Crystalline Giant,rare,[],Ikoria: Lair of Behemoths,expansion
216464,Crystalline Giant [Foil],rare,[],Ikoria: Lair of Behemoths,expansion
216465,Surgical Extraction [Promo] [Foil],rare,[],New Phyrexia Promos,promo
216466,Simic Signet,uncommon,[],Modern Masters 2017,masters
216467,Simic Signet [Foil],uncommon,[],Modern Masters 2017,masters
216468,"Chromium, the Mutable [Promo] [Foil]",mythic,[],Core Set 2019 Promos,promo
216469,Vampire Lacerator,common,[],Zendikar,expansion
216470,Vampire Lacerator [Foil],common,[],Zendikar,expansion
216471,Vampire Bats,common,[],Tenth Edition,core
216472,Swamp,common,[],Salvat 2005,box
216473,Albino Troll,uncommon,[],Duel Decks Anthology: Garruk vs. Liliana,duel_deck
216474,Bulwark Giant,common,[],War of the Spark,expansion
216475,Bulwark Giant [Foil],common,[],War of the Spark,expansion
216476,Widget Contraption,uncommon,[],Unstable,funny
216477,Widget Contraption [Foil],uncommon,[],Unstable,funny
216478,"Calix, Destiny's Hand",mythic,[],Theros Beyond Death,expansion
216479,"Calix, Destiny's Hand [Foil]",mythic,[],Theros Beyond Death,expansion
216481,Fire Tempest,rare,[],Starter 1999,starter
216482,Venom Sliver,uncommon,[],Mystery Booster,masters
216483,Silundi Vision // Silundi Isle,uncommon,[],Zendikar Rising,expansion
216484,Silundi Vision // Silundi Isle [Foil],uncommon,[],Zendikar Rising,expansion
216485,"Ghave, Guru of Spores",mythic,[],Commander Anthology Volume II,commander
216486,Brilliant Plan,uncommon,[],Global Series Jiang Yanggu & Mu Yanling,duel_deck
216487,Contract from Below,rare,[],Foreign Black Border,core
216488,Remote Farm,common,[],Mercadian Masques,expansion
216489,Remote Farm [Foil],common,[],Mercadian Masques,expansion
216490,Swamp [Promo] [Foil],rare,[],Arena League 2001,promo
216491,Rites of Reaping,uncommon,[],Return to Ravnica,expansion
216492,Rites of Reaping [Foil],uncommon,[],Return to Ravnica,expansion
216493,Ecological Appreciation,mythic,[],Strixhaven: School of Mages,expansion
216494,Ecological Appreciation [Foil],mythic,[],Strixhaven: School of Mages,expansion
216495,Benalish Hero,common,[],Limited Edition Alpha,core
216496,Flowstone Armor,uncommon,[],Nemesis,expansion
216497,Flowstone Armor [Foil],uncommon,[],Nemesis,expansion
216498,Pashalik Mons,rare,[],Modern Horizons,draft_innovation
216499,Pashalik Mons [Foil],rare,[],Modern Horizons,draft_innovation
216500,Pyromancer's Goggles,mythic,[],Magic Origins,core
216501,Pyromancer's Goggles [Foil],mythic,[],Magic Origins,core
216502,Time Vault,rare,[],Limited Edition Beta,core
216503,Chastise,uncommon,[],Judgment,expansion
216504,Chastise [Foil],uncommon,[],Judgment,expansion
216505,Plains,common,[],Unsanctioned,funny
216506,Cerodon Yearling,common,[],Planechase,planechase
216507,Swamp [Foil],common,[],Premium Deck Series: Graveborn,premium_deck
216508,Uncaged Fury,common,[],Masters 25,masters
216509,Uncaged Fury [Foil],common,[],Masters 25,masters
216510,Cast Down,uncommon,[],Dominaria,expansion
216511,Cast Down [Foil],uncommon,[],Dominaria,expansion
216512,Lightning Strike,common,[],Game Night 2019,box
216513,Inferno Titan,mythic,[],Commander Anthology Volume II,commander
216514,Browbeat [Promo] [Foil],rare,[],Friday Night Magic 2009,promo
216515,Crux of Fate,rare,[],Commander 2017,commander
216516,Bog Wraith,uncommon,[],Revised Edition,core
216517,Triton Fortune Hunter,uncommon,[],Theros,expansion
216518,Triton Fortune Hunter [Foil],uncommon,[],Theros,expansion
216519,Temur Ascendancy,rare,[],Khans of Tarkir,expansion
216520,Temur Ascendancy [Foil],rare,[],Khans of Tarkir,expansion
216521,Tranquil Grove,rare,[],Classic Sixth Edition,core
216522,Greater Auramancy,rare,[],Shadowmoor,expansion
216523,Greater Auramancy [Foil],rare,[],Shadowmoor,expansion
216524,Jeering Instigator [Promo],rare,[],Ugin's Fate,promo
216525,Dismal Backwater,common,[],Commander 2017,commander
216526,Crafty Cutpurse,rare,[],Commander 2021,commander
216527,Flameskull [Promo] [Foil],mythic,[],Adventures in the Forgotten Realms Promos,promo
216528,Shattered Crypt,common,[],Weatherlight,expansion
216529,Scrapper Champion,uncommon,[],Aether Revolt,expansion
216530,Scrapper Champion [Foil],uncommon,[],Aether Revolt,expansion
216531,Chromatic Star,common,[],Double Masters,masters
216532,Chromatic Star [Foil],common,[],Double Masters,masters
216533,Glass Asp,common,[],Time Spiral,expansion
216534,Glass Asp [Foil],common,[],Time Spiral,expansion
216535,Wrecking Ball,common,[],Dissension,expansion
216536,Wrecking Ball [Foil],common,[],Dissension,expansion
216537,Altar's Reap,common,[],Duel Decks: Nissa vs. Ob Nixilis,duel_deck
216538,Infectious Host,common,[],Ravnica: City of Guilds,expansion
216539,Infectious Host [Foil],common,[],Ravnica: City of Guilds,expansion
216540,Circular Logic,uncommon,[],Mystery Booster,masters
216541,Baleful Stare,uncommon,[],Ninth Edition,core
216542,Baleful Stare [Foil],uncommon,[],Ninth Edition,core
216543,Geosurge,uncommon,[],New Phyrexia,expansion
216544,Geosurge [Foil],uncommon,[],New Phyrexia,expansion
216545,Priest of the Blood Rite,rare,[],Magic Origins,core
216546,Priest of the Blood Rite [Foil],rare,[],Magic Origins,core
216547,Soulbright Flamekin,common,[],Duel Decks Anthology: Jace vs. Chandra,duel_deck
216548,Elf Warrior [Full Art],common,[],Kaldheim Tokens,token
216549,Elf Warrior [Full Art] [Foil],common,[],Kaldheim Tokens,token
216550,Azorius Chancery,uncommon,[],Iconic Masters,masters
216551,Azorius Chancery [Foil],uncommon,[],Iconic Masters,masters
216553,"Ulamog, the Ceaseless Hunger",mythic,[],Battle for Zendikar,expansion
216554,"Ulamog, the Ceaseless Hunger [Foil]",mythic,[],Battle for Zendikar,expansion
216555,Petrified Plating,common,[],Future Sight,expansion
216556,Petrified Plating [Foil],common,[],Future Sight,expansion
216557,"Zetalpa, Primal Dawn",rare,[],Game Night 2019,box
216558,Junk Diver,rare,[],Commander Anthology Volume II,commander
216559,Twilight Shepherd,rare,[],Shadowmoor,expansion
216560,Twilight Shepherd [Foil],rare,[],Shadowmoor,expansion
216561,Forest,common,[],Fourth Edition,core
216562,Gomazoa,uncommon,[],Zendikar,expansion
216563,Gomazoa [Foil],uncommon,[],Zendikar,expansion
216564,Expedition Healer,common,[],Zendikar Rising,expansion
216565,Expedition Healer [Foil],common,[],Zendikar Rising,expansion
216566,Restock,rare,[],Invasion,expansion
216567,Restock [Foil],rare,[],Invasion,expansion
216568,Oracle's Attendants,rare,[],Ninth Edition,core
216569,Oracle's Attendants [Foil],rare,[],Ninth Edition,core
216570,Curse of Stalked Prey,rare,[],Innistrad,expansion
216571,Curse of Stalked Prey [Foil],rare,[],Innistrad,expansion
216572,Black Poplar Shaman,common,[],Lorwyn,expansion
216573,Black Poplar Shaman [Foil],common,[],Lorwyn,expansion
216574,Necrogoyf [Extended Art],rare,[],Modern Horizons 2,draft_innovation
216575,Necrogoyf [Extended Art] [Foil],rare,[],Modern Horizons 2,draft_innovation
216576,Formless Nurturing [Promo],common,[],Ugin's Fate,promo
216577,Nihilith,rare,[],Future Sight,expansion
216578,Nihilith [Foil],rare,[],Future Sight,expansion
216579,Loathsome Curator,common,[],Modern Horizons 2,draft_innovation
216580,Loathsome Curator [Foil],common,[],Modern Horizons 2,draft_innovation
216581,Lair of the Hydra [Promo] [Foil],rare,[],Adventures in the Forgotten Realms Promos,promo
216582,Merciless Eternal,uncommon,[],Hour of Devastation,expansion
216583,Merciless Eternal [Foil],uncommon,[],Hour of Devastation,expansion
216584,Voice of the Provinces,common,[],Duel Decks: Blessed vs. Cursed,duel_deck
216585,Searing Spear,common,[],Magic 2013,core
216586,Searing Spear [Foil],common,[],Magic 2013,core
216587,Shu Elite Companions,uncommon,[],Portal Three Kingdoms,starter
216588,Lifetap,uncommon,[],Limited Edition Alpha,core
216589,Nim Grotesque,uncommon,[],Fifth Dawn,expansion
216590,Nim Grotesque [Foil],uncommon,[],Fifth Dawn,expansion
216591,Ghost Quarter,uncommon,[],Mystery Booster,masters
216592,Sea Serpent,common,[],Limited Edition Beta,core
216593,Wave-Wing Elemental,common,[],Battle for Zendikar,expansion
216594,Wave-Wing Elemental [Foil],common,[],Battle for Zendikar,expansion
216595,"Brallin, Skyshark Rider",mythic,[],The List,masters
